ng,ne,po,xylabel,label,xlabel,id_str,flikes_cnt,fretweets_cnt,freplies_cnt,fclear_dull,fwarm_cool,fbrit_contrast,fbrit_mean,fsat_contrast,fsat_mean,ffct15,ffct14,ffct13,ffct12,ffct11,ffct10,ffct9,ffct8,ffct7,ffct6,ffct5,ffct4,ffct3,ffct2,ffct1,fadv_cnt,fdeg_adv,fperiod,f3dots,fqmark,fexclaim,fnegemoji,fposemoji,fnegemo,fposemo,user_id,tdate,ttime,containsText,deg_adv,adv_cnt,containsImage,fct1,fct2,fct3,fct4,fct5,fct6,fct7,fct8,fct9,fct10,fct11,fct12,fct13,fct14,fct15,sat_mean,sat_contrast,brit_mean,brit_contrast,warm_cool,clear_dull,containsSocial,replies_cnt,retweets_cnt,likes_cnt,mentions_cnt,retweet_cnt,reply_cnt,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,imagetweet_cnt,originalTweet_cnt,query_cnt,sharingtweet_cnt,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,period,comma,colon,semic,qmark,exclaim,dash,quote,apostro,3dots,parenth,posemoji,negemoji,neuemoji,pos,neg,neu,reply_to,rfamily,rfriend,rposemo,raffect,rleisure,rsad,rdeath,rauxverb,ranger,rnegemo,rposemoji,rnegemoji
0.332291418,0.321133465,0.346575117,-1,1,-1,ID908351147215249408,76.74484838,3786.31393,0.031118615,0.527243959,0.087501927,180.3608279,107.1562536,176.5241035,53.0304558,105.6267258,45.19988496,43.1040153,106.0223611,45.22368434,42.64106934,106.0879123,44.75858131,41.95827669,106.4238285,42.02233256,40.92746861,113.6568091,35.64566598,31.54781894,0.137712369,0.014932598,1.05728467,0.06250787,-0.022832291,0.170658098,0.08866207,0.176496305,0.137917139,0.227060113,ThinkingHawk,14-09-17,15:26:04,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ID908351147215249408,0,0,0,0,2,0,0,0,0,0,0,0
0.311121703,0.364382885,0.324495412,-1,0,-1,ID908496074628775942,98.16844171,4843.931321,0.008747661,0.736000405,0.186401605,230.663811,136.980756,225.7928459,67.84024237,135.1986076,57.76648309,55.09647978,135.6224326,57.86832678,54.54245174,135.7624057,57.15424298,53.74712999,136.2369826,53.73994652,52.28408356,145.4061152,45.57814692,40.31246677,0.177517603,0.02749381,1.389857977,0.040822032,0.035529024,0.1535155,0.036626962,0.251232658,0.138515281,0.337571729,ThinkingHawk,15-09-17,1:01:57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ID908496074628775942,0,0,1,1,0,0,0,2,0,0,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID908655531929231361,78.7933828,3887.443819,0.028979494,0.547205352,0.096958762,185.1708236,110.008087,181.2352046,54.4465748,108.4544036,46.40150919,44.25074059,108.8527343,46.43277121,43.77908532,108.9254018,45.94386051,43.08553258,109.2745768,43.14277651,42.01339366,116.6926932,36.59541464,32.38589883,0.141518565,0.016133707,1.089085492,0.060434259,-0.017251753,0.169018914,0.083686448,0.183642631,0.137974334,0.237627287,teatattler,15-09-17,11:35:35,1,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,0,2,1,7,3,1,1,1,4,5,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,ID908655531929231361,0,0,2,3,0,0,0,6,0,1,0,0
0.302184723,0.382641004,0.315174272,-1,0,-1,ID909146129085825024,98.57445414,4863.974915,0.008323695,0.739956684,0.188275917,231.6171355,137.5459795,226.7265698,68.12091226,135.7590435,58.00464085,55.32375676,136.1834028,58.10796361,54.76800256,136.3247863,57.38916121,53.9705482,136.8019911,53.96201463,52.49931014,146.0078169,45.76638382,40.4785713,0.178271978,0.027731865,1.39616079,0.040411049,0.036635067,0.153190619,0.035640811,0.252649035,0.138526617,0.339666106,teatattler,16-09-17,20:05:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,5,3,2,0,0,0,1,2,2,3,3,2,1,2,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1,1,3,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,1,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,ID909146129085825024,0,0,1,1,0,0,0,3,0,0,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID909147180589506560,75.13670462,3706.924782,0.032797872,0.511573835,0.080078107,176.5848774,104.9175028,172.8257874,51.91877181,103.4069378,44.25658399,42.20381118,103.800457,44.27452504,41.74770222,103.8604218,43.82811154,41.07335647,104.1859295,41.14275987,40.07499399,111.2735745,34.90009277,30.88990812,0.134724424,0.013989701,1.032320339,0.064135699,-0.027213133,0.171944892,0.092568041,0.170886284,0.13787224,0.218764653,teatattler,16-09-17,20:09:13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12,7,1,1,0,0,0,0,7,1,3,4,2,3,1,7,2,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,0,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,ID909147180589506560,0,0,1,1,0,0,0,1,0,0,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID909238536934612993,76.64543496,3781.406193,0.031222425,0.526275252,0.087042995,180.1274034,107.0178568,176.2954782,52.9617329,105.4895013,45.14157129,43.04836582,105.8850058,45.16500851,42.58584252,105.9502117,44.70106084,41.90357204,106.2854844,41.96795849,40.8747697,113.5094805,35.59957559,31.50714772,0.137527658,0.014874309,1.055741407,0.0626085,-0.023103109,0.170737646,0.088903533,0.176149501,0.137914363,0.226547298,ThinkingHawk,17-09-17,2:12:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,2,0,0,0,1,4,2,1,1,0,3,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,6,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,ID909238536934612993,0,0,2,2,0,0,0,3,0,0,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID909335405723394048,76.08474568,3753.726675,0.031807908,0.520811766,0.084454635,178.8108949,106.2373025,175.0060374,52.57413739,104.7155585,44.81268356,42.73450408,105.1103252,44.83407824,42.27436453,105.1735833,44.37664679,41.59503912,105.505227,41.66129002,40.57754915,112.678551,35.33962687,31.27776304,0.136485893,0.014545562,1.047037438,0.063176053,-0.024630517,0.171186295,0.090265374,0.174193532,0.137898709,0.223655034,teatattler,17-09-17,8:37:10,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,1,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,ID909335405723394048,0,0,0,0,0,0,0,2,0,0,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID909837748760059906,75.31765331,3715.857667,0.032608922,0.51333704,0.080913436,177.0097482,105.1694075,173.2419227,52.04385874,103.6567088,44.36272443,42.30510235,104.0504661,44.38132466,41.84822409,104.1110595,43.9328082,41.17292789,104.4377384,41.24172958,40.17091463,111.5417366,34.98398484,30.96393639,0.135060628,0.014095796,1.035129331,0.063952535,-0.0267202,0.171800102,0.092128541,0.171517525,0.137877292,0.21969806,ThinkingHawk,18-09-17,17:53:17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,3,1,0,0,1,0,0,2,2,2,1,1,2,0,2,0,1,0,0,0,3,1,2,0,1,0,2,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ID909837748760059906,0,0,0,0,0,0,0,2,0,0,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID909839119093600256,78.87232549,3891.340979,0.02889706,0.547974588,0.097323192,185.3561825,110.1179858,181.4167525,54.50114662,108.5633715,46.4478152,44.29493101,108.9618061,46.4793648,43.82294011,109.0347479,45.98953664,43.12897272,109.3844337,43.18595414,42.05524106,116.8096846,36.63201433,32.41819523,0.141665242,0.016179993,1.090310974,0.06035435,-0.017036701,0.168955746,0.083494707,0.183918024,0.137976538,0.238034506,ThinkingHawk,18-09-17,17:58:44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ID909839119093600256,0,0,0,1,0,0,0,2,1,1,0,0
0.332291418,0.321133465,0.346575117,-1,1,-1,ID909850309953937408,77.7550628,3836.185131,0.030063729,0.537087722,0.092165471,182.7328296,108.5626069,178.8473363,53.72880083,107.021167,45.79245403,43.6695115,107.4181316,45.81993353,43.20227063,107.4871921,45.34308998,42.51417175,107.8296467,42.57486838,41.46298177,115.1539252,36.11402511,31.96110972,0.139589357,0.015524913,1.07296693,0.061485289,-0.020080304,0.169849751,0.086208392,0.180020445,0.137945344,0.23227121,ThinkingHawk,18-09-17,18:43:12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,1,1,0,0,0,0,1,1,3,2,0,1,0,3,2,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ID909850309953937408,0,0,1,2,0,0,0,0,0,1,0,0
